,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
392,Muzhi,65.3667,64.6667,25.12,90,100,12.68,RU,1645381729
393,Chegdomyn,51.1167,133.0167,-19.26,100,89,1.95,RU,1645381729
394,Kirakira,-10.4544,161.9205,79.93,83,100,2.44,SB,1645381729
395,Ialibu,-6.2821,143.9935,58.17,99,100,0.2,PG,1645381730
396,Aksu,41.1231,80.2644,29.95,53,0,4.03,CN,1645381730
397,Rabat,33.9911,-6.8401,64.47,70,0,8.05,MA,1645381719
398,San Cristobal,7.7669,-72.225,66.38,52,83,4.45,VE,1645381730
399,Kuusamo,65.9667,29.1833,19.44,93,100,2.3,FI,1645381731
400,Rūdbār,30.15,62.6,69.01,20,82,7.92,AF,1645381791
401,Salinópolis,-0.6136,-47.3561,84.02,69,68,9.31,BR,1645381791
402,Kudat,6.8837,116.8477,75.13,88,20,2.3,MY,1645381792
403,Verāval,20.9,70.3667,72.43,58,22,10.07,IN,1645381792
404,Sandovo,58.4602,36.4128,26.08,92,100,7.52,RU,1645381792
405,Madanapalle,13.55,78.5,67.55,67,34,4.34,IN,1645381793
406,Cam Ranh,11.9214,109.1591,71.56,78,40,16.11,VN,1645381793
407,Tura,25.5198,90.2201,55.98,76,61,4.25,IN,1645381793
408,Kasulu,-4.5767,30.1025,61.86,97,100,3.78,TZ,1645381794
409,Huarmey,-10.0681,-78.1522,77.02,73,100,10.07,PE,1645381794
410,Wuwei,37.9281,102.6414,18.79,68,91,3.83,CN,1645381794
411,Erzincan Province,39.75,39.5,31.3,74,0,1.14,TR,1645381795
412,Magadan,59.5667,150.8,-9.18,78,90,8.3,RU,1645381795
413,Corinth,37.9407,22.9573,62.4,81,100,4,GR,1645381795
414,Sola,-13.8833,167.55,80.65,78,98,10.74,VU,1645381796
415,Anshun,26.25,105.9333,26.96,92,100,7.14,CN,1645381796
416,Araripe,-7.2125,-40.0461,82.99,49,89,4.83,BR,1645381796
417,Sawtell,-30.3833,153.1,71.62,90,100,8.05,AU,1645381797
418,La Paz,-16.5,-68.15,66.18,48,75,8.05,BO,1645381497
419,Henties Bay,-22.116,14.2845,68.86,86,49,9.93,NA,1645381797
420,Yulara,-25.2406,130.9889,69.64,28,93,6.91,AU,1645381797
421,Gizo Government Station,-8.103,156.8419,82.89,76,99,5.68,SB,1645381798
422,Rawson,-43.3002,-65.1023,59.29,77,100,20.71,AR,1645381798
423,Bridlington,54.0831,-0.1919,46.89,85,100,11.01,GB,1645381798
424,Bilma,18.6853,12.9164,70.47,13,0,6.31,NE,1645381799
425,Kiunga,-6.1219,141.2906,73.04,97,100,1.59,PG,1645381799
427,Aalen,48.8378,10.0933,49.06,73,100,19.77,DE,1645381635
428,Saquena,-4.6667,-73.5167,86.85,61,97,6.02,PE,1645381799
429,Atar,20.5169,-13.0499,83.01,17,3,15.86,MR,1645381800
430,Aklavik,68.2191,-135.0107,-22.97,75,0,4.61,CA,1645381800
431,Locri,38.2414,16.2623,61.25,80,95,8.99,IT,1645381801
432,Sorong,-0.8833,131.25,78.03,92,100,25.72,ID,1645381802
433,Maniitsoq,65.4167,-52.9,4.39,90,100,1.72,GL,1645381803
435,Celestún,20.8667,-90.4,82.27,63,0,10.29,MX,1645381804
436,Cayenne,4.9333,-52.3333,86.04,83,20,12.66,GF,1645381804
437,Verkhnevilyuysk,63.4453,120.3167,2.44,90,100,8.52,RU,1645381805
438,Baruun-Urt,46.6806,113.2792,-8.05,97,59,5.55,MN,1645381806
439,Adoni,15.6333,77.2833,79.11,35,20,5.64,IN,1645381703
440,Comodoro Rivadavia,-45.8667,-67.5,60.66,55,40,17.27,AR,1645381692
441,Elizabeth City,36.2946,-76.2511,46.6,38,0,4.61,US,1645381807
442,Inírida,3.8653,-67.9239,94.86,37,51,2.95,CO,1645381808
443,Florø,61.5996,5.0328,34.5,93,100,24.16,NO,1645381776
444,Taree,-31.9,152.4667,66.11,100,24,3.91,AU,1645381808
445,Mersing,2.4312,103.8405,78.71,89,89,3.44,MY,1645381809
446,Boshnyakovo,49.6333,142.1667,8.42,94,100,18.52,RU,1645381809
447,Nobres,-14.7203,-56.3275,81.34,83,54,6.67,BR,1645381809
448,Yatou,37.15,122.3833,26.64,46,0,6.93,CN,1645381810
449,Constitución,-35.3333,-72.4167,66.25,61,0,16.89,CL,1645381810
450,Napier City,-39.4833,176.9167,65.25,89,99,1.99,NZ,1645382968
451,Luebo,-5.35,21.4167,70.75,89,83,1.41,CD,1645382968
452,Gmina Świecie,53.4095,18.4474,40.57,97,100,16.02,PL,1645382969
453,Manggar,-2.8833,108.2667,79.3,84,100,6.53,ID,1645382969
454,Mahanoro,-19.9,48.8,77.25,82,71,14.38,MG,1645382969
455,Maceió,-9.6658,-35.7353,87.24,62,40,12.66,BR,1645382970
457,Bosaso,11.2842,49.1816,76.3,65,98,3.76,SO,1645382970
458,Udachny,66.4167,112.4,12.45,85,100,10.33,RU,1645382971
459,Cartagena del Chairá,1.3349,-74.8429,96.82,28,42,6.17,CO,1645382971
460,Shatsk,54.0258,41.7119,26.17,93,90,9.37,RU,1645382971
461,Joensuu,62.6012,29.7632,23.49,93,100,4.61,FI,1645382972
462,Tsimmerbude,54.675,20.1347,37.45,86,100,14.74,RU,1645382972
463,Yar-Sale,66.8333,70.8333,15.21,96,99,11.92,RU,1645382972
464,Loncoche,-39.3667,-72.6333,74.61,28,79,3.62,CL,1645382973
465,Isabela,6.7085,121.9711,73.45,86,100,8.97,PH,1645382973
466,Ciudad Bolivar,8.1222,-63.5497,95.56,27,50,7.96,VE,1645382973
467,Kiama,-34.6833,150.8667,78.28,79,100,1.01,AU,1645382890
468,Kurumkan,54.3,110.3,-15.3,92,38,4.23,RU,1645382974
469,Kismayo,-0.3582,42.5454,78.13,84,100,12.77,SO,1645382974
470,Taltal,-25.4,-70.4833,72.28,67,22,7.72,CL,1645382974
471,Winneba,5.3511,-0.6231,81.07,81,100,8.9,GH,1645382975
472,Inhambane,-23.865,35.3833,80.58,74,20,6.91,MZ,1645382975
473,Piaçabuçu,-10.4056,-36.4344,83.84,66,51,13.35,BR,1645382975
474,Isfahan,32.6572,51.6776,46.04,54,0,6.78,IR,1645382976
475,Marília,-22.2139,-49.9458,85.87,54,40,11.5,BR,1645382976
476,Cherskiy,68.75,161.3,-46.88,100,100,3.04,RU,1645382976
478,Road Town,18.4167,-64.6167,82.49,69,40,5.75,VG,1645382884
480,Gornyy,55.1153,83.9059,-2.63,100,34,4.65,RU,1645382977
481,Saint-Joseph,-21.3667,55.6167,80.98,89,100,26.19,RE,1645382977
482,Mopipi,-21.1833,24.8833,82.67,35,25,2.62,BW,1645382978
483,Balkanabat,39.5108,54.3671,54.64,43,100,0.6,TM,1645382978
484,Gaspé,48.8334,-64.4819,17.51,48,20,12.66,CA,1645382908
485,Touros,-5.1989,-35.4608,86.9,65,9,14.88,BR,1645382841
486,Kosh-Agach,50,88.6667,-11.47,99,100,2.59,RU,1645382979
487,Presque Isle,46.6811,-68.0159,17.19,55,20,9.22,US,1645382979
488,Alta Floresta,-9.8756,-56.0861,82.22,78,100,4.61,BR,1645382979
489,Narsaq,60.9167,-46.05,8.82,83,96,2.37,GL,1645382980
490,Usinsk,65.9939,57.5281,25.43,95,100,17.78,RU,1645382980
491,Bubaque,11.2833,-15.8333,77.72,68,7,13.38,GW,1645382980
492,Barsovo,61.1667,73.1667,21.33,89,88,12.73,RU,1645382981
493,Ketchikan,55.3422,-131.6461,39.67,81,75,8.05,US,1645382981
494,Scarborough,54.2797,-0.4044,44.53,86,100,8.01,GB,1645382981
496,Mackay,-21.15,149.2,75.18,88,100,6.91,AU,1645382982
497,Keetmanshoop,-26.5833,18.1333,86.74,27,37,18.79,NA,1645382982
498,Zyryanka,65.75,150.85,-47.25,100,63,4.72,RU,1645382982
499,Muros,42.7762,-9.0603,56.23,81,100,8.46,ES,1645382983
500,Black River,18.0264,-77.8487,84.97,51,20,10.22,JM,1645383043
501,Dukat,62.55,155.55,-38.79,100,32,3.91,RU,1645383043
502,Sátão,40.7418,-7.7329,45.21,68,50,4.81,PT,1645383044
503,Champerico,14.3,-91.9167,94.77,54,2,11.86,GT,1645383044
504,Ilulissat,69.2167,-51.1,-8.36,91,100,3.74,GL,1645383044
505,San Patricio,28.017,-97.5169,73.49,74,100,8.37,US,1645383045
506,Dauphin,51.1494,-100.0502,-11.06,64,0,8.05,CA,1645383045
507,Troitskoye,52.9821,84.6757,2.35,98,8,4.16,RU,1645383045
508,Urucará,-2.5364,-57.76,83.37,77,37,2.15,BR,1645383046
509,Río Gallegos,-51.6226,-69.2181,57.25,38,40,12.66,AR,1645382996
510,Puerto Limón,10,-83.0333,82.29,65,20,5.75,CR,1645383046
511,Mitsamiouli,-11.3847,43.2844,82.69,83,40,5.75,KM,1645383046
512,Puerto Gaitán,4.3133,-72.0816,96.67,25,78,17.2,CO,1645382866
513,Gayny,60.3071,54.3241,28.62,94,100,8.77,RU,1645383047
514,Ilembula,-8.9,34.5833,61.39,95,100,1.14,TZ,1645383047
515,Dire Dawa,9.5931,41.8661,69.94,53,24,4.14,ET,1645383048
516,Ondjiva,-17.0667,15.7333,71.2,73,98,5.23,AO,1645383048
517,La Ronge,55.1001,-105.2842,-16.35,43,40,4.61,CA,1645383048
518,Jining,35.405,116.5814,32.05,55,100,6.58,CN,1645383049
519,Aksarka,66.5606,67.7975,21.07,94,100,13.71,RU,1645383049
520,Homer,59.6425,-151.5483,36.03,93,100,3,US,1645383031
521,Lorengau,-2.0226,147.2712,79.84,78,58,2.55,PG,1645383049
522,Narrabri,-30.3167,149.7833,73.49,64,40,12.66,AU,1645383050
524,Bantacan,7.604,126.1298,70.79,97,100,1.99,PH,1645383050
525,Lensk,60.7253,114.9278,-1.95,93,96,7.54,RU,1645383050
526,Kupang,-10.1667,123.5833,78.28,85,100,1.74,ID,1645383051
527,Wuchang,44.9143,127.15,-9.47,100,100,3.2,CN,1645383051
528,Basco,20.4487,121.9702,68.76,80,100,34.65,PH,1645383051
529,Alice Springs,-23.7,133.8833,62.15,63,85,0,AU,1645383052
530,Gilgit,35.9221,74.3087,26.28,48,0,4.34,PK,1645383052
531,Mananara,-16.1667,49.7667,77.63,80,100,6.91,MG,1645383053
532,Kuala Terengganu,5.3302,103.1408,78.75,89,20,0,MY,1645383053
533,Abhā,18.2164,42.5053,55.22,76,0,4.61,SA,1645383053
534,Abu Samrah,35.3029,37.1841,49.93,78,0,12.75,SY,1645383054
536,Roseburg,43.2165,-123.3417,47.17,77,75,5.75,US,1645383054
537,Port Blair,11.6667,92.75,71.64,94,20,2.3,IN,1645382957
538,Esmeraldas,-19.7625,-44.3139,82.51,95,100,4.74,BR,1645383055
539,La Asuncion,11.0333,-63.8628,92.93,46,11,14.97,VE,1645383055
540,Mangan,27.5167,88.5333,42.96,84,77,6.71,IN,1645383055
541,Jaciara,-15.9653,-54.9683,79.3,84,18,6.55,BR,1645382836
542,Silver City,32.7701,-108.2803,61.66,19,0,5.99,US,1645383056
543,Cabuyaro,4.2817,-72.794,97.34,25,74,12.91,CO,1645383056
544,São Miguel do Araguaia,-13.275,-50.1628,78.75,77,68,1.52,BR,1645383056
545,Esim,4.8699,-2.2405,80.38,81,100,6.49,GH,1645383057
546,Ola,59.5833,151.2833,-12.03,89,95,8.32,RU,1645383057
547,Coahuayana Viejo,18.7333,-103.6833,92.68,30,0,8.03,MX,1645383057
548,Hobyo,5.3505,48.5268,77.32,71,100,18.45,SO,1645383058
549,Hoskote,14.2769,77.1699,76.35,35,11,2.93,IN,1645383058
550,Province of Mantua,45.1667,10.7833,53.71,88,25,1.01,IT,1645383118
551,Adet,11.2644,37.4888,62.2,26,50,5.44,ET,1645383119
552,Pangnirtung,66.1451,-65.7125,-29.2,68,20,0,CA,1645383119
553,Shingū,33.7333,135.9833,38.91,68,94,7.58,JP,1645383119
554,Luwuk,-0.9516,122.7875,76.24,91,100,4.61,ID,1645383120
555,Acapulco de Juárez,16.8634,-99.8901,87.03,49,2,9.8,MX,1645383120
556,Lamar,33.6668,-95.5836,67.98,27,0,18.41,US,1645383120
557,Flinders,-34.5833,150.8552,78.08,79,100,7,AU,1645383121
559,Bonavista,48.6499,-53.1147,26.6,83,100,23.11,CA,1645383121
560,Mpophomeni,-29.5682,30.1862,64.31,99,91,1.32,ZA,1645383121
561,Omsukchan,62.5333,155.8,-40.07,99,30,3.51,RU,1645383122
562,Richards Bay,-28.783,32.0377,76.64,89,98,9.93,ZA,1645383122
563,Sur,22.5667,59.5289,72.61,51,5,6.82,OM,1645383076
564,Talnakh,69.4865,88.3972,18.21,94,100,11.5,RU,1645383123
567,Tefé,-3.3542,-64.7114,89.71,70,40,6.91,BR,1645383123
568,George,-33.963,22.4617,65.75,77,20,4.61,ZA,1645383123
569,Lüderitz,-26.6481,15.1594,71.65,59,0,23.17,NA,1645383124
570,Rundu,-17.9333,19.7667,75.09,52,99,1.34,NA,1645383124
571,Necochea,-38.5473,-58.7368,77.04,65,100,18.21,AR,1645383124
572,Jacareacanga,-6.2222,-57.7528,84.7,60,18,3.24,BR,1645383097
573,São João da Barra,-21.6403,-41.0511,84.29,85,100,4.41,BR,1645383125
574,Isangel,-19.55,169.2667,79.12,83,94,5.17,VU,1645383125
575,Barra de Tecoanapa,16.5167,-98.75,84.69,55,0,10.13,MX,1645383126
576,Mount Gambier,-37.8333,140.7667,44.51,100,75,4.61,AU,1645383126
577,Phan Thiet,10.9333,108.1,73.63,90,85,5.7,VN,1645383126
579,Muravlenko,63.7898,74.523,13.24,89,99,16.69,RU,1645383127
580,Dhidhdhoo,6.8833,73.1,82.09,77,12,8.84,MV,1645383127
581,Houma,29.5958,-90.7195,71.01,65,100,10.36,US,1645383127
582,Okoneshnikovo,54.8377,75.0834,6.98,93,7,8.34,RU,1645383128
584,Leh,34.1667,77.5833,-1.71,58,2,4.81,IN,1645383128
585,Chabahar,25.2919,60.643,72.34,67,0,6.96,IR,1645383128
586,Lampazos de Naranjo,27.0167,-100.5167,73.51,31,8,7.09,MX,1645383129
588,Valparaíso,-33.0393,-71.6273,73.04,58,0,11.5,CL,1645383129
589,Lircay,-12.9896,-74.7205,61.34,55,98,5.99,PE,1645383130
591,Biltine,14.5333,20.9167,74.93,10,6,19.04,TD,1645383130
592,Kirksville,40.1948,-92.5833,55.58,46,0,16.11,US,1645383130
593,Castro Marim,37.2207,-7.4435,60.78,70,8,2.98,PT,1645383131
594,Rognan,67.0953,15.3878,25.88,84,51,8.34,NO,1645383131
595,Ilhabela,-23.7781,-45.3581,80.67,72,100,4.88,BR,1645383131
596,Chimbote,-9.0853,-78.5783,76.51,71,83,10.85,PE,1645383132
597,Lebanon,36.2081,-86.2911,61.21,34,0,19.57,US,1645382914
598,Erzin,36.9559,36.2,48.72,77,13,2.46,TR,1645383132
599,Krasnogorodskoye,56.8357,28.2822,32.9,91,100,8.61,RU,1645383132
600,Sibolga,1.7427,98.7792,77.05,79,48,2.53,ID,1645383193
602,Waipawa,-41.4122,175.5153,57.83,81,67,2.93,NZ,1645383193
603,Mokhsogollokh,61.4681,128.9203,-26.18,100,100,2.91,RU,1645383193
605,Lithgow,-33.4833,150.15,58.86,85,100,7.74,AU,1645383197
606,Dawei,14.0833,98.2,68.14,74,13,2.98,MM,1645383197
607,Mountain Home,43.133,-115.6912,47.41,100,0,6.91,US,1645383177
608,Zhuangyuan,37.2975,120.8256,24.39,36,3,3.06,CN,1645383198
609,Auch,43.65,0.5833,54.25,82,100,8.01,FR,1645383198
611,Aykhal,66,111.5,10.42,93,100,19.82,RU,1645383199
612,Newnan,33.3807,-84.7997,61.83,27,0,5.75,US,1645383199
613,Vilyuysk,63.7553,121.6247,-0.27,93,100,8.12,RU,1645383199
614,Mount Hagen,-5.8581,144.2274,59.59,98,100,2.28,PG,1645383200
615,Cockburn Town,21.4612,-71.1419,78.76,61,40,17.27,TC,1645383200
616,Tarakan,3.3,117.6333,74.7,94,75,4.61,ID,1645383200
617,Onega,63.9061,38.1404,13.6,98,98,4.23,RU,1645383201
618,Kieta,-6.2167,155.6333,79.97,83,83,1.59,PG,1645383201
619,Tigil',57.8,158.6667,-9.29,98,100,5.17,RU,1645383201
621,Nabire,-3.3667,135.4833,75.47,95,100,0.81,ID,1645383202
622,Bella Union,-30.2752,-57.6007,100.67,18,100,14.23,UY,1645383202
623,Freeport,40.6576,-73.5832,37.31,44,0,12.66,US,1645383164
624,Le Pradet,43.1066,6.0172,57.79,54,0,8.05,FR,1645383202
625,Blagoyevo,63.3667,47.9167,32.16,96,100,7.76,RU,1645383203
626,Kropotkin,45.4375,40.5756,44.98,78,100,5.55,RU,1645383203
627,Buta,2.7858,24.73,77.04,65,100,1.14,CD,1645383203
628,Brae,60.3964,-1.353,40.91,71,100,20.78,GB,1645383204
629,Utiel,39.5667,-1.2,46.87,50,5,3.51,ES,1645383204
630,Bowen,-20.0167,148.2333,75.42,88,10,7.81,AU,1645383204
631,Skibbereen,51.55,-9.2667,44.11,66,80,34.63,IE,1645383205
632,San Ignacio,17.1561,-89.0714,86.14,58,40,6.91,BZ,1645383205
634,Shimanovsk,52,127.7,0.93,95,100,7.09,RU,1645383205
635,Turan,16.0678,108.2208,64.38,72,75,2.3,VN,1645383206
636,Saint-Augustin,51.226,-58.6502,15.46,73,99,11.25,CA,1645383206
637,Sangar,63.9242,127.4739,-34.96,99,94,4.07,RU,1645383206
638,Radovitskiy,55.1282,39.7956,27.36,92,53,8.72,RU,1645383207
639,Boden,65.8252,21.6886,14,98,100,3.76,SE,1645383207
640,Maryville,35.7565,-83.9705,60.15,31,5,5.99,US,1645383207
641,Buin,-33.7333,-70.75,84.06,19,100,10.25,CL,1645383208
642,Ostrovnoy,68.0531,39.5131,18.27,82,84,9.75,RU,1645383208
